"","Family","Taxon.id","Global.sorteringsordning","Vetenskapligt.namn","Auktor","Svenskt.namn","Taxonstatus","Taxonkategori","Svensk.förekomst","Svensk.invandringshistoria","Rike","Fylum","Klass","Ordning","Familj","Släkte","Småart","Art","Andra.identifierare","Andra.vetenskapliga.namn","Andra.svenska.namn","Andra.namn","Webbadress","Category","Present_in_IBA"
"208","Coleophoridae",214512,40033,"Coleophora virgaureae","Stainton, 1857","gullrissäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436033","coleophora obscenella","","","https://dyntaxa.se/taxon/214512","micro","present"
"209","Coleophoridae",214450,40034,"Coleophora vitisella","Gregson, 1856","ljusbrun lingonsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435659","","lingonpistolsäckmal","","https://dyntaxa.se/taxon/214450","micro","present"
"210","Coleophoridae",214499,40035,"Coleophora vulnerariae","Zeller, 1839","getväpplingssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435964","","getväpplingsäckmal","","https://dyntaxa.se/taxon/214499","micro","not present"
"211","Coleophoridae",214487,40036,"Coleophora zelleriella","Heinemann, 1854","gulspetsad sälgsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435846","","","","https://dyntaxa.se/taxon/214487","micro","not present"
"212","Coleophoridae",214466,39895,"Coleophora alcyonipennella","(Kollar, 1832)","sen grönglanssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435679","","","","https://dyntaxa.se/taxon/214466","micro","present"
"213","Coleophoridae",214428,39947,"Coleophora gryphipennella","(Hübner, 1796)","nyponsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435624","","","","https://dyntaxa.se/taxon/214428","micro","present"
"214","Coleophoridae",102405,39948,"Coleophora hackmani","(Toll, 1953)","punkterad backglimssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436230","","punkterad backglimsäckmal","","https://dyntaxa.se/taxon/102405","micro","not present"
"215","Coleophoridae",214469,39949,"Coleophora hemerobiella","(Scopoli, 1763)","vattrad rönnsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435718","","","","https://dyntaxa.se/taxon/214469","micro","present"
"216","Coleophoridae",214492,39939,"Coleophora gallipennella","(Hübner, 1796)","större sötvedelssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435866","","sötvedelfruktsäckmal","","https://dyntaxa.se/taxon/214492","micro","not present"
"217","Coleophoridae",214465,39936,"Coleophora frischella","(Linnaeus, 1758)","tidig grönglanssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435678","","","","https://dyntaxa.se/taxon/214465","micro","not present"
"218","Coleophoridae",214443,39937,"Coleophora fuscocuprella","Herrich-Schäffer, 1855","mindre grönglanssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435649","","liten grönglanssäckmal","","https://dyntaxa.se/taxon/214443","micro","present"
"219","Coleophoridae",6010238,39909,"Coleophora ballotella","(Fischer von Röslerstamm, 1839)","bosyskesäckmal","Accepterat","Art","Påträffad, okänt om reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435835","ornix ballotella","","","https://dyntaxa.se/taxon/6010238","micro","not present"
"220","Coleophoridae",102404,39944,"Coleophora gnaphalii","Zeller, 1839","grovfjällig hedblomstersäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436148","","","","https://dyntaxa.se/taxon/102404","micro","not present"
"221","Coleophoridae",100685,39941,"Coleophora genistae","Stainton, 1857","ginstsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435787","","","","https://dyntaxa.se/taxon/100685","micro","not present"
"222","Coleophoridae",214506,39942,"Coleophora glaucicolella","Wood, 1892","suddig tågsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436006","","","","https://dyntaxa.se/taxon/214506","micro","present"
"223","Coleophoridae",214451,39943,"Coleophora glitzella","Hofmann, 1869","blek lingonsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435660","","allmän lingonsäckmal","","https://dyntaxa.se/taxon/214451","micro","present"
"224","Coleophoridae",214556,40011,"Coleophora squalorella","Zeller, 1849","tvåfläckad mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436293","","tvåfläckad mållsäckmal","","https://dyntaxa.se/taxon/214556","micro","not present"
"225","Coleophoridae",214434,39962,"Coleophora limosipennella","(Duponchel, 1843)","ljuskantad almsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435633","","","","https://dyntaxa.se/taxon/214434","micro","not present"
"226","Coleophoridae",100688,39963,"Coleophora lineolea","(Haworth, 1828)","stinksyskesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435712","","","","https://dyntaxa.se/taxon/100688","micro","not present"
"227","Coleophoridae",214470,39964,"Coleophora lithargyrinella","Zeller, 1849","olivfärgad stjärnblomssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435761","","olivfärgad stjärnblomsäckmal","","https://dyntaxa.se/taxon/214470","micro","present"
"228","Coleophoridae",214530,39938,"Coleophora galbulipennella","Zeller, 1838","större backglimssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436159","","större backglimsäckmal","","https://dyntaxa.se/taxon/214530","micro","not present"
"229","Coleophoridae",214551,39945,"Coleophora graminicolella","Wocke, 1876","tjärblomstersäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436277","","mörkringad tjärblomstersäckmal","","https://dyntaxa.se/taxon/214551","micro","not present"
"230","Coleophoridae",214438,40009,"Coleophora spinella","(Schrank, 1802)","apelsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435640","","","","https://dyntaxa.se/taxon/214438","micro","present"
"231","Cosmopterigidae",214585,40049,"Sorhagenia janiszewskae","Riedl, 1962","brakvedsbrokmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Sorhagenia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436661","","brakvedbrokmal","","https://dyntaxa.se/taxon/214585","micro","present"
"232","Cosmopterigidae",214586,40050,"Sorhagenia lophyrella","(Douglas, 1846)","större getapelsbrokmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Sorhagenia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436658","","större getapelbrokmal","","https://dyntaxa.se/taxon/214586","micro","present"
"233","Cosmopterigidae",214592,40058,"Cosmopterix zieglerella","(Hübner, 1810)","humlefransmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436754","","","","https://dyntaxa.se/taxon/214592","micro","present"
"234","Cosmopterigidae",214584,40051,"Sorhagenia rhamniella","(Zeller, 1839)","mindre getapelsbrokmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Sorhagenia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436655","","mindre getapelbrokmal","","https://dyntaxa.se/taxon/214584","micro","present"
"235","Cosmopterigidae",214595,40054,"Cosmopterix lienigiella","Lienig & Zeller, 1846","gulgrå vassfransmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436779","","","","https://dyntaxa.se/taxon/214595","micro","not present"
"236","Cosmopterigidae",214587,40044,"Pancalia leuwenhoekella","(Linnaeus, 1761)","mindre violbrokmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Pancalia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436799","","","","https://dyntaxa.se/taxon/214587","micro","not present"
"237","Cosmopterigidae",214588,40046,"Pancalia schwarzella","(Fabricius, 1798)","större violbrokmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Pancalia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436804","","","","https://dyntaxa.se/taxon/214588","micro","present"
"238","Cosmopterigidae",214589,40060,"Eteobalea anonymella","(Riedl, 1965)","fläcksilvermal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Eteobalea",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436692","","anonym silvermal","","https://dyntaxa.se/taxon/214589","micro","present"
"239","Cosmopterigidae",102437,40061,"Eteobalea tririvella","(Staudinger, 1870)","strecksilvermal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Eteobalea",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436705","","trestreckad silvermal","","https://dyntaxa.se/taxon/102437","micro","not present"
"240","Cosmopterigidae",6009796,40056,"Cosmopterix pulchrimella","Chambers, 1875","väggörtsfransmal","Accepterat","Art","Påträffad, okänt om reproducerande","Passivt inkommen efter år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436763","","","","https://dyntaxa.se/taxon/6009796","micro","not present"
"241","Cosmopterigidae",214594,40057,"Cosmopterix scribaiella","Zeller, 1850","svart vassfransmal","Accepterat","Art","Tillfällig förekomst (alt. kvarstående)","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436761","","","","https://dyntaxa.se/taxon/214594","micro","not present"
"242","Cosmopterigidae",214591,40042,"Limnaecia phragmitella","Stainton, 1851","kaveldunsfransmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Limnaecia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436784","","kaveldunfransmal","","https://dyntaxa.se/taxon/214591","micro","present"
"243","Cosmopterigidae",214593,40055,"Cosmopterix orichalcea","Stainton, 1861","gräsfransmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436757","","ängsgräsfransmal","","https://dyntaxa.se/taxon/214593","micro","present"
"244","Cossidae",101166,39729,"Acossus terebra","(Denis & Schiffermüller, 1775)","mindre träfjäril","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Acossus",NA,"","","bombyx terebra, lamellocossus terebra","liten träfjäril","","https://dyntaxa.se/taxon/101166","MACRO","not present"
"245","Cossidae",214818,39734,"Phragmataecia castaneae","(Hübner, 1790)","vassborrare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Phragmataecia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439896","phalaena castaneae","","","https://dyntaxa.se/taxon/214818","MACRO","not present"
"246","Cossidae",214817,39736,"Zeuzera pyrina","(Linnaeus, 1761)","blåfläckig träfjäril","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Zeuzera",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439898","phalaena pyrina","","","https://dyntaxa.se/taxon/214817","MACRO","present"
"247","Cossidae",214815,39731,"Cossus cossus","(Linnaeus, 1758)","större träfjäril","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Cossus",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439949","phalaena cossus","allmän trädödare, vanlig träfjäril, allmän träfjäril, trädödare","","https://dyntaxa.se/taxon/214815","MACRO","not present"
"248","Crambidae",215460,43310,"Udea ferrugalis","(Hübner, 1796)","vandrarängsmott","Accepterat","Art","Tillfällig förekomst (alt. kvarstående)","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Udea",NA,"","GUID: urn:lsid:faunaeur.org:taxname:442738","","","","https://dyntaxa.se/taxon/215460","micro","not present"
"249","Crambidae",215412,43123,"Agriphila tristella","(Denis & Schiffermüller, 1775)","dystergräsmott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila",NA,"","GUID: urn:lsid:faunaeur.org:taxname:443215","","dystert gräsmott","","https://dyntaxa.se/taxon/215412","micro","present"
"250","Crambidae",100225,43120,"Agriphila poliella","(Treitschke, 1832)","smalvingegräsmott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila",NA,"","GUID: urn:lsid:faunaeur.org:taxname:443229","agriphila poliellus","smalt gräsmott","","https://dyntaxa.se/taxon/100225","micro","not present"
"251","Crambidae",215417,43122,"Agriphila straminella","(Denis & Schiffermüller, 1775)","halmgult gräsmott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila",NA,"","GUID: urn:lsid:faunaeur.org:taxname:443225","","","","https://dyntaxa.se/taxon/215417","micro","present"
"252","Crambidae",215425,43140,"Catoptria pinella","(Linnaeus, 1758)","silverfläckat gräsmott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Catoptria",NA,"","GUID: urn:lsid:faunaeur.org:taxname:443185","","","","https://dyntaxa.se/taxon/215425","micro","present"
"253","Crambidae",6009786,43298,"Parotis marinata","(Fabricius, 1784)","smaragdmott","Accepterat","Art","Påträffad, okänt om reproducerande","Passivt inkommen efter år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Parotis",NA,"","","margaronia hilaralis, arthroschista hilaralis","","","https://dyntaxa.se/taxon/6009786","micro","not present"
"254","Crambidae",215491,43207,"Anania terrealis","(Treitschke, 1829)","mörkbrämat gullrismott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania",NA,"","","mutuuraia terrealis, algedonia terrealis","","","https://dyntaxa.se/taxon/215491","micro","not present"
"255","Crambidae",6011700,43284,"Diplopseustis perieresalis","(Walker, 1859)","guldpalmsmott","Accepterat","Art","Tillfällig förekomst (alt. kvarstående)","Passivt inkommen efter år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diplopseustis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:442654","ambia perieresalis","","","https://dyntaxa.se/taxon/6011700","micro","not present"
