"","Family","Taxon.id","Global.sorteringsordning","Vetenskapligt.namn","Auktor","Svenskt.namn","Taxonstatus","Taxonkategori","Svensk.förekomst","Svensk.invandringshistoria","Rike","Fylum","Klass","Ordning","Familj","Släkte","Småart","Art","Andra.identifierare","Andra.vetenskapliga.namn","Andra.svenska.namn","Andra.namn","Webbadress","Category","Present_in_IBA"
"131","Coleophoridae",214539,39932,"Coleophora expressella","Klemensiewicz, 1883","större röllikesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436210","","större röllikasäckmal, sen rölleksäckmal","","https://dyntaxa.se/taxon/214539","micro","not present"
"132","Coleophoridae",102399,39900,"Coleophora amellivora","Baldizzone, 1979","linjerad gullrissäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436190","","","","https://dyntaxa.se/taxon/102399","micro","not present"
"133","Coleophoridae",100684,39935,"Coleophora follicularis","(Vallot, 1802)","hampflockelssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436246","","hampflockelsäckmal","","https://dyntaxa.se/taxon/100684","micro","not present"
"134","Coleophoridae",214440,39950,"Coleophora hydrolapathella","M.Hering, 1924","vattenskräppesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435644","","","","https://dyntaxa.se/taxon/214440","micro","not present"
"135","Coleophoridae",214485,39951,"Coleophora ibipennella","Zeller, 1849","brunstreckad eksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435842","","","","https://dyntaxa.se/taxon/214485","micro","not present"
"136","Coleophoridae",214446,39952,"Coleophora idaeella","Hofmann, 1869","pyrolasäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435654","","","","https://dyntaxa.se/taxon/214446","micro","present"
"137","Coleophoridae",214516,39954,"Coleophora jaernaensis","Björklund & Palmqvist, 2002","mindre mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436075","","vitribbad mållsäckmal","","https://dyntaxa.se/taxon/214516","micro","not present"
"138","Coleophoridae",214458,39955,"Coleophora juncicolella","Stainton, 1851","mindre ljungsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435669","","liten ljungsäckmal","","https://dyntaxa.se/taxon/214458","micro","present"
"139","Coleophoridae",214484,39956,"Coleophora kuehnella","(Goeze, 1783)","vit eksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435840","","","","https://dyntaxa.se/taxon/214484","micro","present"
"140","Coleophoridae",100686,39957,"Coleophora kyffhusana","Petry, 1898","såpörtssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436177","","såpörtsäckmal","","https://dyntaxa.se/taxon/100686","micro","not present"
"141","Coleophoridae",214501,39958,"Coleophora laricella","(Hübner, 1817)","sydlig lärksäckmal","Accepterat","Art","Bofast och reproducerande","Passivt inkommen efter år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435998","tinea laricella","lärksäckmal","","https://dyntaxa.se/taxon/214501","micro","present"
"142","Coleophoridae",214510,39959,"Coleophora lassella","Staudinger, 1859","vägtågssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436017","","trött säckmal","","https://dyntaxa.se/taxon/214510","micro","not present"
"143","Coleophoridae",214448,39960,"Coleophora ledi","Stainton, 1860","mindre skvattramsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435657","","","","https://dyntaxa.se/taxon/214448","micro","present"
"144","Coleophoridae",214508,39899,"Coleophora alticolella","Zeller, 1849","tvillingtågsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436010","","allmän tågsäckmal","","https://dyntaxa.se/taxon/214508","micro","present"
"145","Coleophoridae",214496,39914,"Coleophora caelebipennella","Zeller, 1839","kilstreckad hedblomstersäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435904","","","","https://dyntaxa.se/taxon/214496","micro","not present"
"146","Coleophoridae",214482,39901,"Coleophora anatipennella","(Hübner, 1796)","pudrad hasselsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","","","","","https://dyntaxa.se/taxon/214482","micro","not present"
"147","Coleophoridae",214498,39965,"Coleophora lixella","Zeller, 1849","sikelsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435949","","sikelspetsad timjesäckmal","","https://dyntaxa.se/taxon/214498","micro","not present"
"148","Coleophoridae",214445,39966,"Coleophora lusciniaepennella","(Treitschke, 1833)","videsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435652","","","","https://dyntaxa.se/taxon/214445","micro","present"
"149","Coleophoridae",214424,39967,"Coleophora lutarea","(Haworth, 1828)","grå kapselsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435601","porrectaria lutarea, metriotes lutarea","buskstjärnblomkapselmal","","https://dyntaxa.se/taxon/214424","micro","present"
"150","Coleophoridae",214427,39968,"Coleophora lutipennella","(Zeller, 1838)","gul eksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435620","","","","https://dyntaxa.se/taxon/214427","micro","present"
"151","Coleophoridae",214511,39969,"Coleophora maritimella","Newman, 1873","strandtågssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436025","","strandtågsäckmal","","https://dyntaxa.se/taxon/214511","micro","not present"
"152","Coleophoridae",214481,39970,"Coleophora mayrella","(Hübner, 1813)","klövergrönglanssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435828","","","","https://dyntaxa.se/taxon/214481","micro","present"
"153","Coleophoridae",214532,39971,"Coleophora millefolii","Zeller, 1849","grovfjällig röllikesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436175","","grovfjällig röllikasäckmal, grovfjällig rölleksäckmal","","https://dyntaxa.se/taxon/214532","micro","not present"
"154","Coleophoridae",214431,39972,"Coleophora milvipennis","Zeller, 1839","ljuskantad björksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435629","","","","https://dyntaxa.se/taxon/214431","micro","not present"
"155","Coleophoridae",214452,39974,"Coleophora murinella","Tengström, 1847","musgrå lingonsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435661","","","","https://dyntaxa.se/taxon/214452","micro","not present"
"156","Coleophoridae",214476,39975,"Coleophora niveicostella","Zeller, 1839","vitkantad timjansäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435792","","","","https://dyntaxa.se/taxon/214476","micro","not present"
"157","Coleophoridae",214550,39976,"Coleophora nutantella","Mühlig & Frey, 1857","ljusringad backglimssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436276","","ljusringad backglimsäckmal","","https://dyntaxa.se/taxon/214550","micro","not present"
"158","Coleophoridae",214455,39977,"Coleophora obscuripalpella","Kanerva, 1941","mörk skvattramsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435666","","skvattramsäckmal","","https://dyntaxa.se/taxon/214455","micro","not present"
"159","Coleophoridae",102406,39978,"Coleophora ochrea","(Haworth, 1828)","solvändesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435930","","","","https://dyntaxa.se/taxon/102406","micro","not present"
"160","Coleophoridae",214459,39980,"Coleophora orbitella","Zeller, 1849","grå björksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435670","","","","https://dyntaxa.se/taxon/214459","micro","present"
"161","Coleophoridae",214507,39982,"Coleophora otidipennella","(Hübner, 1817)","dyster frylesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436007","","","","https://dyntaxa.se/taxon/214507","micro","present"
"162","Coleophoridae",214523,39983,"Coleophora pappiferella","Hofmann, 1869","kattfotssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436098","","kattfotsäckmal","","https://dyntaxa.se/taxon/214523","micro","not present"
"163","Coleophoridae",100690,39984,"Coleophora paradrymidis","Toll, 1949","dvärgsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436279","","","","https://dyntaxa.se/taxon/100690","micro","not present"
"164","Coleophoridae",214554,39985,"Coleophora paripennella","Zeller, 1839","klintgrönglanssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436282","","","","https://dyntaxa.se/taxon/214554","micro","not present"
"165","Coleophoridae",102400,39986,"Coleophora parthenogenella","Falck, 2010","jungfrusäckmal","Accepterat","Art","Bofast och reproducerande","Passivt inkommen före år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435789","coleophora bilineatella, coleophora saturatella","harrissäckmal","","https://dyntaxa.se/taxon/102400","micro","not present"
"166","Coleophoridae",100691,39987,"Coleophora partitella","Zeller, 1849","kilstreckad röllikesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435884","","kilstreckad röllikasäckmal, kilstreckad rölleksäckmal","","https://dyntaxa.se/taxon/100691","micro","not present"
"167","Coleophoridae",214500,39988,"Coleophora pennella","(Denis & Schiffermüller, 1775)","strävbladssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435991","","strävbladsäckmal","","https://dyntaxa.se/taxon/214500","micro","not present"
"168","Coleophoridae",214477,39989,"Coleophora peri","Svensson, 1976","toksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435795","","","","https://dyntaxa.se/taxon/214477","micro","not present"
"169","Coleophoridae",214534,39990,"Coleophora peribenanderi","Toll, 1943","linjerad tistelsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436183","","","","https://dyntaxa.se/taxon/214534","micro","present"
"170","Coleophoridae",214449,39991,"Coleophora plumbella","Kanerva, 1941","blygrå säckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435658","","","","https://dyntaxa.se/taxon/214449","micro","present"
"171","Coleophoridae",214454,39992,"Coleophora potentillae","Elisha, 1885","brudbrödsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435665","","","","https://dyntaxa.se/taxon/214454","micro","present"
"172","Coleophoridae",233123,39993,"Coleophora proterella","Wikström & Tabell, 2016","förväxlad säckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","","coleophora proterella","","","https://dyntaxa.se/taxon/233123","micro","not present"
"173","Coleophoridae",214439,39995,"Coleophora prunifoliae","Doets, 1944","körsbärssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435642","","","","https://dyntaxa.se/taxon/214439","micro","not present"
"174","Coleophoridae",100692,39996,"Coleophora pulmonariella","Ragonot, 1874","lungörtssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435674","","","","https://dyntaxa.se/taxon/100692","micro","not present"
"175","Coleophoridae",214489,39997,"Coleophora pyrrhulipennella","Zeller, 1839","kilstreckad ljungsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435850","","","","https://dyntaxa.se/taxon/214489","micro","present"
"176","Coleophoridae",100693,39998,"Coleophora ramosella","Zeller, 1849","vitsprötad gullrissäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436193","","","","https://dyntaxa.se/taxon/100693","micro","present"
"177","Coleophoridae",102408,39999,"Coleophora salicorniae","Wocke, 1876","glasörtssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436297","","glasörtsäckmal","","https://dyntaxa.se/taxon/102408","micro","not present"
"178","Coleophoridae",214553,40000,"Coleophora saponariella","(Heeger, 1848)","såpnejlikesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436280","","såpnejliksäckmal","","https://dyntaxa.se/taxon/214553","micro","present"
"179","Coleophoridae",214515,40001,"Coleophora saxicolella","(Duponchel, 1843)","gulgrå mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436054","","gulgrå mållsäckmal","","https://dyntaxa.se/taxon/214515","micro","present"
"180","Coleophoridae",100694,40002,"Coleophora scabrida","Toll, 1959","knytlingsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436167","","","","https://dyntaxa.se/taxon/100694","micro","not present"
"181","Coleophoridae",214437,40004,"Coleophora serratella","(Linnaeus, 1761)","björksäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435639","coleophora fusscedinella, coleophora fuscedinella","","","https://dyntaxa.se/taxon/214437","micro","present"
"182","Coleophoridae",214435,40006,"Coleophora siccifolia","Stainton, 1856","gulgrå rönnsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435634","","","","https://dyntaxa.se/taxon/214435","micro","present"
"183","Coleophoridae",100695,40008,"Coleophora solitariella","Zeller, 1849","skarpringad stjärnblomssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436217","","skarpringad stjärnblomsäckmal","","https://dyntaxa.se/taxon/100695","micro","not present"
"184","Coleophoridae",102401,39913,"Coleophora brevipalpella","Wocke, 1874","större klintsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435851","","stor klintsäckmal","","https://dyntaxa.se/taxon/102401","micro","not present"
"185","Coleophoridae",214426,40010,"Coleophora spiraeella","Rebel, 1916","spireasäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435619","","","","https://dyntaxa.se/taxon/214426","micro","present"
"186","Coleophoridae",214504,39915,"Coleophora caespititiella","Zeller, 1839","ringtågsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436003","","skarpringad tågsäckmal","","https://dyntaxa.se/taxon/214504","micro","present"
"187","Coleophoridae",214519,40012,"Coleophora squamosella","Stainton, 1856","gråbinkesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436067","","","","https://dyntaxa.se/taxon/214519","micro","not present"
"188","Coleophoridae",214517,40013,"Coleophora sternipennella","(Zetterstedt, 1839)","större mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436062","","allmän mållsäckmal","","https://dyntaxa.se/taxon/214517","micro","present"
"189","Coleophoridae",214540,40014,"Coleophora striatipennella","Nylander, 1848","strimmig stjärnblomssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436215","","strimmig stjärnblomsäckmal","","https://dyntaxa.se/taxon/214540","micro","present"
"190","Coleophoridae",214528,40015,"Coleophora succursella","Herrich-Schäffer, 1855","grovfjällig malörtssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436146","","grovfjällig fältmalörtsäckmal","","https://dyntaxa.se/taxon/214528","micro","not present"
"191","Coleophoridae",214474,40016,"Coleophora svenssoni","Baldizzone, 1985","kilstreckad fjällsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435788","","","","https://dyntaxa.se/taxon/214474","micro","not present"
"192","Coleophoridae",250426,40017,"Coleophora sylvaticella","Wood, 1892","parkfrylesäckmal","Accepterat","Art","Bofast och reproducerande","Invandringshistoria osäker eller okänd","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436016","","","","https://dyntaxa.se/taxon/250426","micro","not present"
"193","Coleophoridae",214509,40018,"Coleophora taeniipennella","Herrich-Schäffer, 1855","gullinjerad tågsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436011","","","","https://dyntaxa.se/taxon/214509","micro","present"
"194","Coleophoridae",214505,40019,"Coleophora tamesis","Waters, 1929","ljussprötad tågsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436004","","","","https://dyntaxa.se/taxon/214505","micro","present"
"195","Coleophoridae",214542,40020,"Coleophora tanaceti","Mühlig, 1865","renfanesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436220","","","","https://dyntaxa.se/taxon/214542","micro","not present"
"196","Coleophoridae",214513,40021,"Coleophora therinella","Tengström, 1848","dubbellinjerad tistelsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436047","","","","https://dyntaxa.se/taxon/214513","micro","present"
"197","Coleophoridae",214456,40022,"Coleophora thulea","Johansson, 1967","hjortronsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435667","","","","https://dyntaxa.se/taxon/214456","micro","present"
"198","Coleophoridae",214464,40023,"Coleophora trifolii","(Curtis, 1832)","sötväpplingssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435677","","sötväpplingsäckmal","","https://dyntaxa.se/taxon/214464","micro","not present"
"199","Coleophoridae",214441,40024,"Coleophora trigeminella","Fuchs, 1881","vitkantad rönnsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435647","","","","https://dyntaxa.se/taxon/214441","micro","present"
"200","Coleophoridae",214537,40025,"Coleophora trochilella","(Duponchel, 1842)","gullinjerad gullrissäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436195","","","","https://dyntaxa.se/taxon/214537","micro","present"
"201","Coleophoridae",214436,40026,"Coleophora uliginosella","Glitz, 1872","odonsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435635","","","","https://dyntaxa.se/taxon/214436","micro","not present"
"202","Coleophoridae",214457,40027,"Coleophora unigenella","Svensson, 1966","fjällsippesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435668","","","","https://dyntaxa.se/taxon/214457","micro","not present"
"203","Coleophoridae",214447,40028,"Coleophora vacciniella","Herrich-Schäffer, 1861","blåbärsäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435655","","","","https://dyntaxa.se/taxon/214447","micro","present"
"204","Coleophoridae",214520,40029,"Coleophora versurella","Zeller, 1849","blek mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436074","","blek mållsäckmal","","https://dyntaxa.se/taxon/214520","micro","present"
"205","Coleophoridae",214521,40030,"Coleophora vestianella","(Linnaeus, 1758)","smalvingad mållesäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:436087","","spetsvingad mållsäckmal","","https://dyntaxa.se/taxon/214521","micro","not present"
"206","Coleophoridae",214493,40031,"Coleophora vibicigerella","Zeller, 1839","kilstreckad malörtssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435879","","kilstreckad fältmalörtsäckmal","","https://dyntaxa.se/taxon/214493","micro","not present"
"207","Coleophoridae",214453,40032,"Coleophora violacea","(Ström, 1783)","vägtornssäckmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435662","","allätarsäckmal","","https://dyntaxa.se/taxon/214453","micro","present"
