CLUSTER_ID;STATUS;Provided string;Matching status;Taxon id;Scientific name;Author;Scientific synonyms;Swedish occurrence
Gelechiidae_cluster50;assigned;Exoteleia dodecella;Exact;214654;Exoteleia dodecella;(Linnaeus, 1758);"tallskottmal; Heringia dodecella (Linnaeus, 1758); Phalaena dodecella Linnaeus, 1758";Bofast och reproducerande
Nymphalidae_cluster33;assigned;Fabriciana adippe;Exact;201068;Fabriciana adippe;(Denis & Schiffermüller, 1775);"Papilio cydippe Linnaeus, 1761; Argynnis cleodoxa Ochsenheimer, 1816; Argynnis chlorodippe Herrich-Schaffer, 1851; Argynnis adippe (Rottemburg, 1775); Papilio adippe Denis & Schiffermüller, 1775; Papilio adippe Linnaeus, 1767; Papilio adippe Rottemburg, 1775; allmän pärlemorfjäril; Papilio adippe Denis & Schiffermüller, 1775; Argynnis adippe (Denis & Schiffermüller, 1775)";Bofast och reproducerande
Drepanidae_cluster5;;;Manual;;Falcaria lacertinaria;(Linnaeus, 1758);tandad sikelvinge;Bofast och reproducerande
Lycaenidae_cluster12;;;Manual;;Favonius quercus;(Linnaeus, 1758);eksnabbvinge;Bofast och reproducerande
Gelechiidae_cluster108;assigned;Filatima incomptella;Exact;214702;Filatima incomptella;(Herrich-Schäffer, 1854);försummad stävmal;Bofast och reproducerande
Noctuidae_cluster141;assigned;Apterogenum ypsillon;Exact;216033;Fissipunctia ypsillon;(Denis & Schiffermüller, 1775);"tappfläckat backfly; Parastichtis ypsillon (Denis & Schiffermüller, 1775); Noctua fissipuncta Haworth, 1809; Noctua ypsillon Denis & Schiffermüller, 1775; tappfläckat augustifly; Apterogenum ypsillon (Denis & Schiffermüller, 1775)";Bofast och reproducerande
Notodontidae_cluster8;assigned;Furcula furcula;Exact;201213;Furcula furcula;(Clerck, 1759);"Phalaena furcula Clerck, 1759; Cerura furcula (Clerck, 1759); Cerura bifida saltensis Schöyen, 1881; Cerura bicuspis pluto Rangnow, 1935; Cerura borealis Boheman, 1848 (nec Boisduval, 1829)";Bofast och reproducerande
Geometridae_cluster134;;;Manual;;Gandaritis pyraliata;(Denis & Schiffermuller, 1775);citrongul parkmätare;Bofast och reproducerande
Pterophoridae_cluster3;assigned;Geina didactyla;Exact;215279;Geina didactyla;(Linnaeus, 1758);;Bofast och reproducerande
Gelechiidae_cluster44;assigned;Gelechia muscosella;Exact;214679;Gelechia muscosella;Zeller, 1839;mossig videstävmal;Bofast och reproducerande
Gelechiidae_cluster58;assigned;Gelechia nigra;Exact;214682;Gelechia nigra;(Haworth, 1828);;Bofast och reproducerande
Gelechiidae_cluster66;assigned;Gelechia rhombella;Exact;214675;Gelechia rhombella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Gelechiidae_cluster62;assigned;Gelechia sabinellus;Exact;214677;Gelechia sabinellus;(Zeller, 1839);mossig videstävmal;Bofast och reproducerande
Gelechiidae_cluster27;assigned;Gelechia scotinella;Exact;214676;Gelechia scotinella;Herrich-Schäffer, 1854;;Bofast och reproducerande
Gelechiidae_cluster84;assigned;Gelechia sestertiella;Exact;214684;Gelechia sestertiella;Herrich-Schäffer, 1854;;Bofast och reproducerande
Gelechiidae_cluster28;assigned;Gelechia sororculella;Exact;214678;Gelechia sororculella;(Hübner, 1817);;Bofast och reproducerande
Geometridae_cluster56;assigned;Geometra papilionaria;Exact;215632;Geometra papilionaria;(Linnaeus, 1758);;Bofast och reproducerande
Pterophoridae_cluster7;assigned;Gillmeria pallidactyla;Exact;215265;Gillmeria pallidactyla;(Haworth, 1811);"Platyptilia pallidactyla (Haworth, 1811); Gilmeria pallidactyla (Haworth, 1811); röllekfjädermott";Bofast och reproducerande
Pterophoridae_cluster9;assigned;Gillmeria ochrodactyla;Manual;;Gillmeria tetradactyla;(Linnaeus, 1758);;Bofast och reproducerande
Geometridae_cluster114;assigned;Glacies coracina;Exact;215625;Glacies coracina;(Esper, 1805);;Bofast och reproducerande
Glyphipterigidae_cluster6;assigned;Glyphipterix bergstraesserella;Exact;214218;Glyphipterix bergstraesserella;(J.C.Fabricius, 1781);"frylehakmal; Tinea bergstraesserella J.C.Fabricius, 1781";Bofast och reproducerande
Glyphipterigidae_cluster3;assigned;Glyphipterix forsterella;Exact;214221;Glyphipterix forsterella;(J.C.Fabricius, 1781);Tinea forsterella J.C.Fabricius, 1781;Bofast och reproducerande
Glyphipterigidae_cluster5;assigned;Glyphipterix forsterella;Exact;214221;Glyphipterix forsterella;(J.C.Fabricius, 1781);Tinea forsterella J.C.Fabricius, 1781;Bofast och reproducerande
Glyphipterigidae_cluster8;assigned;Glyphipterix forsterella;Exact;214221;Glyphipterix forsterella;(J.C.Fabricius, 1781);Tinea forsterella J.C.Fabricius, 1781;Bofast och reproducerande
Glyphipterigidae_cluster4;assigned;Glyphipterix haworthana;Exact;214220;Glyphipterix haworthana;(Stephens, 1834);"tuvullhakmal; Heribeia haworthana Stephens, 1834";Bofast och reproducerande
Glyphipterigidae_cluster1;assigned;Glyphipterix simpliciella;Exact;214222;Glyphipterix simpliciella;(Stephens, 1834);"Heribeia simpliciella Stephens, 1834; Glyphipterix fischeriella (Zeller, 1839); Aechmia fischeriella Zeller, 1839; Glyphipterix simplicella (Stephens, 1834)";Bofast och reproducerande
Glyphipterigidae_cluster7;assigned;Glyphipterix thrasonella;Exact;214217;Glyphipterix thrasonella;(Scopoli, 1763);Phalaena thrasonella Scopoli, 1763;Bofast och reproducerande
Geometridae_cluster121;assigned;Gnophos obfuscata;Exact;215622;Gnophos obfuscata;(Denis & Schiffermüller, 1775);stor ringmätare;Bofast och reproducerande
Gelechiidae_cluster118;assigned;Gnorimoschema epithymella;Exact;214713;Gnorimoschema epithymellum;(Staudinger, 1859);"Gnorimoschema epithymella (Staudinger, 1859); brunfläckig småstävmal";Bofast och reproducerande
Pieridae_cluster5;assigned;Gonepteryx rhamni;Exact;201051;Gonepteryx rhamni;(Linnaeus, 1758);Papilio rhamni Linnaeus, 1758;Bofast och reproducerande
Noctuidae_cluster123;assigned;Gortyna flavago;Exact;216128;Gortyna flavago;(Denis & Schiffermüller, 1775);kardborrsfly;Bofast och reproducerande
Gracillariidae_cluster29;assigned;Gracillaria syringella;Exact;214051;Gracillaria syringella;(J.C.Fabricius, 1794);"Tinea syringella J.C.Fabricius, 1794; Caloptilia syringella (J.C.Fabricius, 1794)";Bofast och reproducerande
Noctuidae_cluster72;assigned;Graphiphora augur;Exact;216244;Graphiphora augur;(Fabricius, 1775);;Bofast och reproducerande
Tortricidae_cluster270;assigned;Grapholita aureolana;Exact;215169;Grapholita aureolana;(Tengström, 1848);"fjällvedelvecklare; Cydia aureolana (Tengström, 1848)";Bofast och reproducerande
Tortricidae_cluster103;assigned;Grapholita compositella;Exact;215167;Grapholita compositella;(Fabricius, 1775);Cydia compositella (Fabricius, 1775);Bofast och reproducerande
Tortricidae_cluster96;assigned;Grapholita fissana;Exact;215166;Grapholita fissana;(Frölich, 1828);"dubbelmåneärtvecklare; Cydia fissana (Frölich, 1828)";Bofast och reproducerande
Tortricidae_cluster126;assigned;Grapholita funebrana;Exact;215176;Grapholita funebrana;(Treitschke, 1835);Cydia funebrana (Treitschke, 1835);Bofast och reproducerande
Tortricidae_cluster89;assigned;Grapholita jungiella;Exact;215173;Grapholita jungiella;(Clerck, 1759);"förstamajvecklare; Cydia jungiella (Clerck, 1759)";Bofast och reproducerande
Tortricidae_cluster160;assigned;Grapholita lunulana;Exact;215174;Grapholita lunulana;(Denis & Schiffermüller, 1775);"månfläckad ärtvecklare; Cydia lunulana (Denis & Schiffermüller, 1775)";Bofast och reproducerande
Tortricidae_cluster222;assigned;Grapholita orobana;Exact;215175;Grapholita orobana;(Treitschke, 1830);"vickerärtvecklare; Cydia orobana (Treitschke, 1830)";Bofast och reproducerande
Tortricidae_cluster217;assigned;Grapholita tenebrosana;Exact;215177;Grapholita tenebrosana;Duponchel, 1843;"nypononvecklare; Cydia roseticolana (Zeller, 1849); Brown Striped-edge Piercer; nyponvecklare; Cydia tenebrosana (Duponchel, 1843); Grapholita roseticolana Zeller, 1849";Bofast och reproducerande
Noctuidae_cluster184;assigned;Griposia aprilina;Exact;216075;Griposia aprilina;(Linnaeus, 1758);Dichonia aprilina (Linnaeus, 1758);Bofast och reproducerande
Tortricidae_cluster235;assigned;Gynnidomorpha alismana;Exact;214835;Gynnidomorpha alismana;(Ragonot, 1883);;Bofast och reproducerande
Tortricidae_cluster252;assigned;Gypsonoma aceriana;Exact;215119;Gypsonoma aceriana;(Duponchel, 1843);"poppelbarkvecklare; Penthina aceriana Duponchel, 1843";Bofast och reproducerande
Tortricidae_cluster61;assigned;Gypsonoma dealbana;Exact;215115;Gypsonoma dealbana;(Frölich, 1828);hagtornbladvecklare;Bofast och reproducerande
Tortricidae_cluster144;assigned;Gypsonoma sociana;Exact;215117;Gypsonoma sociana;(Haworth, 1811);;Bofast och reproducerande
Drepanidae_cluster7;assigned;Habrosyne pyritoides;Exact;215526;Habrosyne pyritoides;(Hufnagel, 1766);Phalaena pyritoides Hufnagel, 1766;Bofast och reproducerande
Noctuidae_cluster140;;;Manual;;Hada plebeja;(Linnaeus, 1761);tandlundfly;Bofast och reproducerande
Noctuidae_cluster156;assigned;Hadena confusa;Exact;216164;Hadena confusa;(Hufnagel, 1766);vackert nejlikfly;Bofast och reproducerande
Tineidae_cluster18;assigned;Haplotinea insectella;Exact;213940;Haplotinea insectella;(Fabricius, 1794);"Tinea insectella Fabricius, 1794; Tinea misella Zeller, 1839";Bofast och reproducerande
Oecophoridae_cluster6;assigned;Harpella forficella;Exact;214411;Harpella forficella;(Scopoli, 1763);;Bofast och reproducerande
Tortricidae_cluster115;assigned;Metendothenia atropunctana;Exact;215007;Hedya atropunctana;(Zetterstedt, 1839);"Hedya atropunctana (Zetterstedt, 1839); svartpunktvecklare; Metendothenia atropunctana (Zetterstedt, 1839); svartpunktsbokvecklare";Bofast och reproducerande
Tortricidae_cluster70;assigned;Hedya nubiferana;Exact;215003;Hedya nubiferana;(Haworth, 1811);"äppleknoppvecklare; större knoppvecklare; Tortrix nubiferana Haworth, 1811";Bofast och reproducerande
Tortricidae_cluster161;assigned;Hedya ochroleucana;Exact;215006;Hedya ochroleucana;(Frölich, 1828);rosenknytevecklare;Bofast och reproducerande
Tortricidae_cluster25;assigned;Hedya pruniana;Exact;215004;Hedya pruniana;(Hübner, 1799);stenfruktvecklare;Bofast och reproducerande
Tortricidae_cluster229;assigned;Hedya salicella;Exact;215002;Hedya salicella;(Linnaeus, 1758);;Bofast och reproducerande
Gelechiidae_cluster98;assigned;Helcystogramma lineolella;Exact;214788;Helcystogramma lineolellum;(Zeller, 1839);"bergrörbågpalpmal; Helcystogramma lineolella (Zeller, 1839)";Bofast och reproducerande
Gelechiidae_cluster11;assigned;Helcystogramma lutatella;Exact;214789;Helcystogramma lutatellum;(Herrich-Schäffer, 1854);"kvickrotsbågpalpmal; Helcystogramma lutatella (Herrich-Schäffer, 1854)";Bofast och reproducerande
Gelechiidae_cluster6;assigned;Helcystogramma rufescens;Exact;214790;Helcystogramma rufescens;(Haworth, 1828);rödgul gräsbågpalpmal;Bofast och reproducerande
Heliozelidae_cluster3;assigned;Heliozela hammoniella;Exact;213893;Heliozela hammoniella;Sorhagen, 1885;"Tinagma betulae Stainton, 1890; björkbladhålmal; Heliozela betulae (Stainton, 1890)";Bofast och reproducerande
Heliozelidae_cluster1;assigned;Heliozela resplendella;Exact;213892;Heliozela resplendella;(Stainton, 1851);"Aechmia resplendella Stainton, 1851; albladhålmal";Bofast och reproducerande
Heliozelidae_cluster2;assigned;Heliozela sericiella;Exact;213891;Heliozela sericiella;(Haworth, 1828);"Tinea sericiella Haworth, 1828; Heliozela stanneella (Fischer von Röslerstamm, 1841); ekbladhålmal";Bofast och reproducerande
Heliozelidae_cluster4;assigned;Heliozela sericiella;Exact;213891;Heliozela sericiella;(Haworth, 1828);"Tinea sericiella Haworth, 1828; Heliozela stanneella (Fischer von Röslerstamm, 1841); ekbladhålmal";Bofast och reproducerande
Pterophoridae_cluster22;assigned;Hellinsia distinctus;Exact;215288;Hellinsia distincta;(Herrich-Schäffer, 1855);"malörtfjädermott; Hellinsia distinctus (Herrich-Schäffer, 1855)";Bofast och reproducerande
Pterophoridae_cluster21;assigned;Hellinsia lienigianus;Exact;215291;Hellinsia lienigiana;(Zeller, 1852);"Ovendenia lienigianus (Zeller, 1852); Hellinsia lienigianus (Zeller, 1852)";Bofast och reproducerande
Pterophoridae_cluster14;assigned;Hellinsia osteodactylus;Exact;215287;Hellinsia osteodactyla;(Zeller, 1841);"Hellinsia osteodactylus (Zeller, 1841); blekgult gullrisfjädermott";Bofast och reproducerande
Pterophoridae_cluster2;assigned;Hellinsia tephradactyla;Exact;215290;Hellinsia tephradactyla;(Hübner, 1813);Euleioptilus tephradactyla (Hübner, 1813);Bofast och reproducerande
Noctuidae_cluster8;assigned;Helotropha leucostigma;Exact;216132;Helotropha leucostigma;(Hübner, 1808);Celaena leucostigma (Hübner, 1808);Bofast och reproducerande
Sphingidae_cluster7;assigned;Hemaris fuciformis;Exact;201194;Hemaris fuciformis;(Linnaeus, 1758);"Sphinx fuciformis Linnaeus, 1758; Haemorrhagia fuciformis (Linnaeus, 1758); humlelik dagsvärmare";Bofast och reproducerande
Sphingidae_cluster6;;;Manual;;Hemaris tityus;(Linnaeus, 1758);svävflugedagsvärmare;Bofast och reproducerande
Geometridae_cluster193;assigned;Hemithea aestivaria;Exact;215634;Hemithea aestivaria;(Hübner, 1799);;Bofast och reproducerande
Hepialidae_cluster5;assigned;Hepialus humuli;Exact;213797;Hepialus humuli;(Linnaeus, 1758);"humlerotätare; Noctua humuli Linnaeus, 1758";Bofast och reproducerande
Erebidae_cluster32;assigned;Herminia grisealis;Exact;215897;Herminia grisealis;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Erebidae_cluster8;assigned;Herminia tarsipennalis;Exact;215901;Herminia tarsipennalis;Treitschke, 1835;Zanclognatha tarsipennalis Treitschke, 1835;Bofast och reproducerande
Geometridae_cluster116;assigned;Heterothera serraria;Exact;215744;Heterothera serraria;(Lienig & Zeller, 1846);"Thera serraria (Lienig & Zeller, 1846); finsk fältmätare";Bofast och reproducerande
Nymphalidae_cluster23;;;Manual;;Hipparchia semele;(Linnaeus, 1758);sandgräsfjäril;Bofast och reproducerande
Oecophoridae_cluster15;assigned;Hofmannophila pseudospretella;Exact;214402;Hofmannophila pseudospretella;(Stainton, 1849);"trepunkterad skräpmal; husmal";Bofast och reproducerande
Noctuidae_cluster96;;;Manual;;Hoplodrina ambigua;(Denis & Schiffermüller, 1775);ljusringat lövfly;Bofast och reproducerande
Noctuidae_cluster122;assigned;Hoplodrina blanda;Exact;216010;Hoplodrina blanda;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster70;assigned;Hoplodrina octogenaria;Exact;216009;Hoplodrina octogenaria;(Goeze, 1781);gulaktigt lövfly;Bofast och reproducerande
Geometridae_cluster130;assigned;Horisme tersata;Exact;215756;Horisme tersata;(Denis & Schiffermüller, 1775);svartgördlad strimmätare;Bofast och reproducerande
Noctuidae_cluster7;assigned;Hydraecia micacea;Exact;216124;Hydraecia micacea;(Esper, 1789);"stjälkfly; Phalaena micacea Esper, 1789; Gortyna micacea (Esper, 1789)";Bofast och reproducerande
Geometridae_cluster176;assigned;Hydrelia flammeolaria;Exact;215862;Hydrelia flammeolaria;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster203;;;Manual;;Hydria undulata;(Linnaeus, 1758);vågig tofsmätare;Bofast och reproducerande
Geometridae_cluster6;assigned;Hydriomena furcata;Exact;215751;Hydriomena furcata;(Thunberg, 1784);;Bofast och reproducerande
Geometridae_cluster65;assigned;Hydriomena impluviata;Exact;215752;Hydriomena impluviata;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Geometridae_cluster97;assigned;Hydriomena ruberata;Exact;215753;Hydriomena ruberata;(Freyer, 1831);;Bofast och reproducerande
Geometridae_cluster31;assigned;Hylaea fasciaria;Exact;215621;Hylaea fasciaria;(Linnaeus, 1758);"Phalaena fasciaria Linnaeus, 1758; Ellopia fasciaria (Linnaeus, 1758)";Bofast och reproducerande
Sphingidae_cluster5;;;Manual;;Hyles gallii;(Rottemburg, 1775);brunsprötad skymningssvärmare;Bofast och reproducerande
Gelechiidae_cluster15;assigned;Hypatima rhomboidella;Exact;214775;Hypatima rhomboidella;(Linnaeus, 1758);;Bofast och reproducerande
Blastobasidae_cluster1;assigned;Hypatopa binotella;Exact;214574;Hypatopa binotella;(Thunberg, 1794);;Bofast och reproducerande
Blastobasidae_cluster2;assigned;Hypatopa binotella;Exact;214574;Hypatopa binotella;(Thunberg, 1794);;Bofast och reproducerande
Blastobasidae_cluster3;assigned;Hypatopa binotella;Exact;214574;Hypatopa binotella;(Thunberg, 1794);;Bofast och reproducerande
Erebidae_cluster1;assigned;Hypena crassalis;Exact;215929;Hypena crassalis;(Fabricius, 1787);;Bofast och reproducerande
Erebidae_cluster2;assigned;Hypena proboscidalis;Exact;215925;Hypena proboscidalis;(Linnaeus, 1758);;Bofast och reproducerande
Erebidae_cluster17;assigned;Hypena rostralis;Exact;215926;Hypena rostralis;(Linnaeus, 1758);puckligt näbbfly;Bofast och reproducerande
Erebidae_cluster7;assigned;Hypenodes humidalis;Exact;215902;Hypenodes humidalis;Doubleday, 1850;"mindre malfly; litet malfly";Bofast och reproducerande
Pyralidae_cluster14;assigned;Hypochalcia ahenella;Exact;215341;Hypochalcia ahenella;(Denis & Schiffermüller, 1775);stort backmott;Bofast och reproducerande
Geometridae_cluster96;assigned;Hypomecis punctinalis;Exact;215604;Hypomecis punctinalis;(Scopoli, 1763);;Bofast och reproducerande
Geometridae_cluster135;assigned;Hypomecis roboraria;Exact;215603;Hypomecis roboraria;(Denis & Schiffermüller, 1775);"stor eklavmätare; Boarmia roboraria (Denis & Schiffermüller, 1775); Geometra roboraria Denis & Schiffermüller, 1775";Bofast och reproducerande
Noctuidae_cluster55;;;Manual;;Hyppa rectilinea;(Esper, 1788);raggfly;Bofast och reproducerande
Pyralidae_cluster20;assigned;Hypsopygia costalis;Exact;215312;Hypsopygia costalis;(Fabricius, 1775);högstjärtmott;Bofast och reproducerande
Geometridae_cluster17;assigned;Idaea aversata;Exact;215677;Idaea aversata;(Linnaeus, 1758);vinkelstreckad lövmätare;Bofast och reproducerande
Geometridae_cluster28;assigned;Idaea biselata;Exact;215668;Idaea biselata;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster73;;;Manual;;Idaea deversaria;(Herrich-Schäffer, 1847);skugglinjelövmätare;Bofast och reproducerande
Geometridae_cluster63;assigned;Idaea dimidiata;Exact;215673;Idaea dimidiata;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster42;assigned;Idaea emarginata;Exact;215676;Idaea emarginata;(Linnaeus, 1758);;Bofast och reproducerande
Geometridae_cluster99;assigned;Idaea fuscovenosa;Exact;215670;Idaea fuscovenosa;(Goeze, 1781);;Bofast och reproducerande
Geometridae_cluster143;assigned;Idaea humiliata;Exact;215671;Idaea humiliata;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster98;assigned;Idaea muricata;Exact;215666;Idaea muricata;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster112;assigned;Idaea pallidata;Exact;215674;Idaea pallidata;(Denis & Schiffermüller, 1775);blek lövmätare;Bofast och reproducerande
Geometridae_cluster84;assigned;Idaea serpentata;Exact;215665;Idaea serpentata;(Hufnagel, 1767);ockragul lövmätare;Bofast och reproducerande
Geometridae_cluster104;assigned;Idaea straminata;Exact;215678;Idaea straminata;(Borkhausen, 1794);enkel lövmätare;Bofast och reproducerande
Incurvariidae_cluster15;assigned;Incurvaria circulella;Exact;213927;Incurvaria circulella;(Zetterstedt, 1839);"Adela circulella Zetterstedt, 1839; skarptecknad bredvingemal; tajgabredmal";Bofast och reproducerande
Incurvariidae_cluster8;assigned;Incurvaria koerneriella;Exact;213930;Incurvaria koerneriella;(Zeller, 1839);"Tinea köerneriella Zeller, 1839; bokbredvingemal; bokbredmal; Tinea Körneriella Zeller, 1839; bokbladmal; Lampronia koerniella (Zeller, 1839)";Bofast och reproducerande
Incurvariidae_cluster4;assigned;Incurvaria masculella;Exact;213925;Incurvaria masculella;(Denis & Schiffermüller, 1775);"Tinea masculella Denis & Schiffermüller, 1775; Tinea muscalella Fabricius, 1787; mörk kambredmal";Bofast och reproducerande
Incurvariidae_cluster5;;;Manual;;Incurvaria oehlmanniella;(Hübner, 1796);blåbärsbladskärare;Bofast och reproducerande
Incurvariidae_cluster13;assigned;Incurvaria pectinea;Exact;213924;Incurvaria pectinea;Haworth, 1828;"blek kambredvingemal; blek kambredmal";Bofast och reproducerande
Incurvariidae_cluster3;assigned;Incurvaria pectinea;Exact;213924;Incurvaria pectinea;Haworth, 1828;"blek kambredvingemal; blek kambredmal";Bofast och reproducerande
Incurvariidae_cluster7;;;Manual;;Incurvaria praelatella;(Denis & Schiffermüller, 1775);smultronbladskärare;Bofast och reproducerande
Incurvariidae_cluster11;assigned;Incurvaria vetulella;Exact;213926;Incurvaria vetulella;(Zetterstedt, 1839);"Adela vetulella Zetterstedt, 1839; storfläckig bredvingemal; storfläckig kambredmal; storfläckig bladskärare";Bofast och reproducerande
Incurvariidae_cluster18;assigned;Incurvaria vetulella;Exact;213926;Incurvaria vetulella;(Zetterstedt, 1839);"Adela vetulella Zetterstedt, 1839; storfläckig bredvingemal; storfläckig kambredmal; storfläckig bladskärare";Bofast och reproducerande
Tineidae_cluster10;assigned;Infurcitinea argentimaculella;Exact;102455;Infurcitinea argentimaculella;(Stainton, 1849);"Tinea argentimaculella Stainton, 1849; Infurctinea argentimaculella (Stainton, 1849)";Bofast och reproducerande
Tineidae_cluster2;assigned;Infurcitinea ignicomella;Exact;213941;Infurcitinea ignicomella;(Heydenreich, 1851);"Tinea ignicomella Heydenreich, 1851; grenlavsmal";Bofast och reproducerande
Tineidae_cluster8;assigned;Infurcitinea ignicomella;Exact;213941;Infurcitinea ignicomella;(Heydenreich, 1851);"Tinea ignicomella Heydenreich, 1851; grenlavsmal";Bofast och reproducerande
Noctuidae_cluster90;assigned;Ipimorpha subtusa;Exact;216030;Ipimorpha subtusa;(Denis & Schiffermüller, 1775);tvärkantat vecklarfly;Bofast och reproducerande
Gelechiidae_cluster101;assigned;Isophrictis striatella;Exact;214605;Isophrictis striatella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Nymphalidae_cluster26;assigned;Issoria lathonia;Exact;201070;Issoria lathonia;(Linnaeus, 1758);"Papilio lathonia Lilnnaeus, 1758; Argynnis lathonia (Linnaeus, 1758)";Bofast och reproducerande
Geometridae_cluster16;assigned;Jodis putata;Exact;215639;Jodis putata;(Linnaeus, 1758);;Bofast och reproducerande
Gelechiidae_cluster77;;;Manual;;Klimeschiopsis kiningerella;(Duponchel, 1843);bergnejlikmal;Bofast och reproducerande
Hepialidae_cluster4;assigned;Korscheltellus fusconebulosus;Exact;213795;Korscheltellus fusconebulosus;(De Geer, 1778);"Phalaena fusconebulosa De Geer, 1778; Pharmacis fusconebulosus (De Geer, 1778); Hepialus fusconebulosus (De Geer, 1778); Hepialus fusconebulosa (De Geer, 1778); Pharmacis fusconebulosa (De Geer, 1778)";Bofast och reproducerande
Hepialidae_cluster1;assigned;Korscheltellus lupulina;Exact;213794;Korscheltellus lupulinus;(Linnaeus, 1758);"Korscheltellus lupulina (Linnaeus, 1758); Noctua lupulina Linnaeus, 1758; Pharmacis lupulina (Linnaeus, 1758); Hepialus lupulina";Bofast och reproducerande
Noctuidae_cluster60;unresolved;Lacanobia contigua;Exact;216156;Lacanobia contigua;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster54;assigned;Lacanobia oleracea;Exact;216154;Lacanobia oleracea;(Linnaeus, 1758);"Mamestra oleracea (Linnaeus, 1758); Phalaena oleracea Linnaeus, 1758";Bofast och reproducerande
Noctuidae_cluster60;unresolved;Lacanobia suasa;Exact;216157;Lacanobia suasa;(Denis & Schiffermüller, 1775);föränderligt lundfly;Bofast och reproducerande
Noctuidae_cluster60;unresolved;Lacanobia thalassina;Exact;216155;Lacanobia thalassina;(Hufnagel, 1766);;Bofast och reproducerande
Noctuidae_cluster130;assigned;Lacanobia w-latinum;Exact;216153;Lacanobia w-latinum;(Hufnagel, 1766);ginstfly;Bofast och reproducerande
Incurvariidae_cluster9;;;Manual;;Lampronia capitella;(Clerck, 1759);vinbärsknoppmal;Bofast och reproducerande
Incurvariidae_cluster1;;;Manual;;Lampronia corticella;(Linnaeus, 1758);hallonknoppmal;Bofast och reproducerande
Incurvariidae_cluster6;;;Manual;;Lampronia flavimitrella;(Hübner, 1817);blåhallonknoppmal;Bofast och reproducerande
Incurvariidae_cluster17;assigned;Lampronia fuscatella;Exact;213921;Lampronia fuscatella;(Tengström, 1848);"Incurvaria tenuicornis Stainton, 1854; Tinea fuscatella Tengström, 1848";Bofast och reproducerande
Incurvariidae_cluster2;;;Manual;;Lampronia luzella;(Hübner, 1817);mosseknoppmal;Bofast och reproducerande
Incurvariidae_cluster16;assigned;Lampronia morosa;Exact;213917;Lampronia morosa;Zeller, 1852;;Bofast och reproducerande
Incurvariidae_cluster19;assigned;Lampronia redimitella;Exact;102458;Lampronia redimitella;(Lienig & Zeller, 1846);"Tinea redimitella Lienig & Zeller, 1846; måbärknoppmal";Bofast och reproducerande
Incurvariidae_cluster10;;;Manual;;Lampronia rupella;(Denis & Schiffermüller, 1775);guldknoppmal;Bofast och reproducerande
Geometridae_cluster173;assigned;Lampropteryx suffumata;Exact;215719;Lampropteryx suffumata;(Denis & Schiffermüller, 1775);trekantsfläckad fältmätare;Bofast och reproducerande
Pyralidae_cluster24;assigned;Laodamia faecella;Exact;215333;Laodamia faecella;(Zeller, 1839);Oncocera faecella (Zeller, 1839);Bofast och reproducerande
Sphingidae_cluster1;assigned;Laothoe populi;Exact;201188;Laothoe populi;(Linnaeus, 1758);"Sphinx populi Linnaeus, 1758; Amorpha populi (Linnaeus, 1758); Sphinx tremulae Borkhausen, 1793";Bofast och reproducerande
Nymphalidae_cluster13;assigned;Lasiommata maera;Exact;201115;Lasiommata maera;(Linnaeus, 1758);Papilio maera Linnaeus, 1758;Bofast och reproducerande
Nymphalidae_cluster3;unresolved;Lasiommata megera;Exact;201114;Lasiommata megera;(Linnaeus, 1767);Papilio megera Linnaeus, 1767;Bofast och reproducerande
Erebidae_cluster37;assigned;Laspeyria flexula;Exact;215923;Laspeyria flexula;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster77;assigned;Lateroligia ophiogramma;Exact;216103;Lateroligia ophiogramma;(Esper, 1793);"Apamea ophiogramma (Esper, 1793); halvbrunt ängsfly";Bofast och reproducerande
Tortricidae_cluster20;assigned;Lathronympha strigana;Exact;215201;Lathronympha strigana;(Fabricius, 1775);johannesörtvecklare;Bofast och reproducerande
Tortricidae_cluster260;assigned;Lathronympha strigana;Exact;215201;Lathronympha strigana;(Fabricius, 1775);johannesörtvecklare;Bofast och reproducerande
Tortricidae_cluster294;assigned;Lathronympha strigana;Exact;215201;Lathronympha strigana;(Fabricius, 1775);johannesörtvecklare;Bofast och reproducerande
Noctuidae_cluster41;_X;Lenisa geminipuncta;Exact;100391;Lenisa geminipuncta;(Haworth, 1809);"Archanara geminipuncta (Haworth, 1809); Noctua geminipuncta Haworth, 1809";Bofast och reproducerande
Pieridae_cluster8;assigned;Leptidea juvernica;Exact;201037;Leptidea juvernica;Williams, 1946;;Bofast och reproducerande
