CLUSTER_ID;STATUS;Provided string;Matching status;Taxon id;Scientific name;Author;Scientific synonyms;Swedish occurrence
Noctuidae_cluster165;;Leucania comma;Manual;;Leucania comma;(Linnaeus, 1761);kommatecknat gräsfly;Bofast och reproducerande
Noctuidae_cluster80;assigned;Leucania obsoleta;Exact;216192;Leucania obsoleta;(Hübner, 1803);"Mythimna obsoleta (Hübner, 1803); punkterat gräsfly";Bofast och reproducerande
Erebidae_cluster49;assigned;Leucoma salicis;Exact;201243;Leucoma salicis;(Linnaeus, 1758);"Phalaena (Bombyx) salicis Linnaeus, 1758; Stilpnotia salicis (Linnaeus, 1758)";Bofast och reproducerande
Lyonetiidae_cluster7;assigned;Leucoptera lustratella;Exact;214226;Leucoptera lustratella;(Herrich-Schäffer, 1855);"johannesörtpuckelmal; Cemiostoma lustratella Herrich-Schäffer, 1855";Bofast och reproducerande
Elachistidae_cluster32;;;Manual;;Leucoptera malifoliella;(Costa, 1836);apelpuckelmal;Bofast och reproducerande
Elachistidae_cluster75;;;Manual;;Leucoptera malifoliella;(Costa, 1836);apelpuckelmal;Bofast och reproducerande
Lyonetiidae_cluster2;assigned;Leucoptera orobi;Exact;214229;Leucoptera orobi;(Stainton, 1870);"gökärtpuckelmal; Cemiostoma orobi Stainton, 1869";Bofast och reproducerande
Lyonetiidae_cluster6;assigned;Leucoptera sinuella;Exact;214231;Leucoptera sinuella;(Reutti, 1853);Cemiostoma sinuella Reutti, 1853;Bofast och reproducerande
Lyonetiidae_cluster1;assigned;Leucoptera spartifoliella;Exact;214228;Leucoptera spartifoliella;(Hübner, [1813]);Tinea spartifoliella Hübner, [1813];Bofast och reproducerande
Gracillariidae_cluster72;assigned;Leucospilapteryx omissella;Exact;102365;Leucospilapteryx omissella;(Stainton, 1848);Argyromiges omissella Stainton, 1848;Bofast och reproducerande
Geometridae_cluster52;assigned;Ligdia adustata;Exact;101210;Ligdia adustata;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Cosmopterigidae_cluster3;assigned;Limnaecia phragmitella;Exact;214591;Limnaecia phragmitella;Stainton, 1851;kaveldunfransmal;Bofast och reproducerande
Noctuidae_cluster133;assigned;Lithophane ornitopus;Exact;101220;Lithophane ornitopus;(Hufnagel, 1766);vitgrått träfly;Bofast och reproducerande
Noctuidae_cluster116;assigned;Lithophane semibrunnea;Exact;216065;Lithophane semibrunnea;(Haworth, 1809);;Bofast och reproducerande
Noctuidae_cluster172;assigned;Lithophane socia;Exact;216066;Lithophane socia;(Hufnagel, 1766);Phalaena socia Hufnagel, 1766;Bofast och reproducerande
Erebidae_cluster46;assigned;Lithosia quadra;Exact;101221;Lithosia quadra;(Linnaeus, 1758);"Phalaena (Noctua) quadra Linnaeus, 1758; Oenistis quadra (Linnaeus, 1758); Phalaena deplana Linnaeus, 1771; stor lavspinnare";Bofast och reproducerande
Noctuidae_cluster41;_X;Litoligia literosa;Exact;216110;Litoligia literosa;(Haworth, 1809);Mesoligia literosa (Haworth, 1809);Bofast och reproducerande
Tortricidae_cluster132;;;Manual;;Lobesia abscisana;(Doubleday, 1849);tistelskottvecklare;Bofast och reproducerande
Tortricidae_cluster200;assigned;Lobesia reliquana;Exact;215044;Lobesia reliquana;(Hübner, 1825);vassvingad skottvecklare;Bofast och reproducerande
Tortricidae_cluster207;assigned;Lobesia virulenta;Exact;215045;Lobesia virulenta;Bae & Komai, 1991;;Bofast och reproducerande
Geometridae_cluster90;assigned;Lobophora halterata;Exact;215864;Lobophora halterata;(Hufnagel, 1767);;Bofast och reproducerande
Geometridae_cluster87;assigned;Lomaspilis marginata;Exact;215545;Lomaspilis marginata;(Linnaeus, 1758);liten fläckmätare;Bofast och reproducerande
Geometridae_cluster136;assigned;Lomographa bimaculata;Exact;215616;Lomographa bimaculata;(Fabricius, 1775);"tvåfärgad atlasmätare; tvåfläckig atlasmätare";Bofast och reproducerande
Geometridae_cluster204;assigned;Lomographa temerata;Exact;215617;Lomographa temerata;(Denis & Schiffermüller, 1775);tvåbandad atlasmätare;Bofast och reproducerande
Tortricidae_cluster75;assigned;Lozotaenia forsterana;Exact;214955;Lozotaenia forsterana;(Fabricius, 1781);;Bofast och reproducerande
Noctuidae_cluster14;assigned;Luperina testacea;Exact;216116;Luperina testacea;(Denis & Schiffermüller, 1775);"gräsrotfly; Phalaena testacea Denis & Schiffermüller, 1775";Bofast och reproducerande
Oecophoridae_cluster9;assigned;Luquetia lobella;Exact;214246;Luquetia lobella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Lycaenidae_cluster6;assigned;Lycaena phlaeas;Exact;201126;Lycaena phlaeas;(Linnaeus, 1760);"ildgullvinge; liten guldvinge; Papilio phlaeas Linnaeus, 1761; Heodes phlaeas (Linnaeus, 1761); Lycaena phlaeas (Linnaeus, 1761)";Bofast och reproducerande
unclassified.Lepidoptera_cluster10;;;Manual;;Lycaena virgaureae;(Linnaeus, 1758);vitfläckig guldvinge;Bofast och reproducerande
Geometridae_cluster109;assigned;Lycia hirtaria;Exact;215585;Lycia hirtaria;(Clerck, 1759);;Bofast och reproducerande
Noctuidae_cluster84;;;Manual;;Lycophotia porphyrea;(Denis & Schiffermüller, 1775);ljungjordfly;Bofast och reproducerande
Erebidae_cluster22;assigned;Lygephila pastinum;Exact;215917;Lygephila pastinum;(Treitschke, 1826);;Bofast och reproducerande
Erebidae_cluster25;assigned;Lymantria monacha;Exact;201245;Lymantria monacha;(Linnaeus, 1758);"nunna; Phalaena (Bombyx) monacha Linnaeus, 1758";Bofast och reproducerande
Lyonetiidae_cluster5;assigned;Lyonetia clerkella;Exact;214232;Lyonetia clerkella;(Linnaeus, 1758);"körsbärsvridvingemal; Phalaena clerkella Linnaeus, 1758; clerks minerarmal";Bofast och reproducerande
Lyonetiidae_cluster4;assigned;Lyonetia ledi;Exact;214233;Lyonetia ledi;Wocke, 1859;porsvridvingemal;Bofast och reproducerande
Lyonetiidae_cluster3;assigned;Lyonetia pulverulentella;Exact;214235;Lyonetia pulverulentella;Zeller, 1839;"videvridvingemal; Lyonetia frigidariella Herrich-Schäffer, 1855";Bofast och reproducerande
Lypusidae_cluster5;unresolved;Lypusa maurella;Exact;213989;Lypusa maurella;(Denis & Schiffermüller, 1775);"Tinea maurella Denis & Schiffermüller, 1775; Lypusa maurella Denis & Schiffermüller, 1775; hedsäckspinnare";Bofast och reproducerande
Lypusidae_cluster5;;;Manual;;Lypusa maurella;(Denis & Schiffermüller, 1775);hedsotmal;Bofast och reproducerande
Geometridae_cluster161;assigned;Lythria cruentaria;Exact;101256;Lythria cruentaria;(Hufnagel, 1767);"Lythria rotaria (Fabricius, 1798); allmän purpurmätare";Bofast och reproducerande
Geometridae_cluster119;assigned;Macaria alternata;Exact;215549;Macaria alternata;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Geometridae_cluster4;;;Manual;;Macaria brunneata;(Thunberg, 1784);ockragul buskmätare;Bofast och reproducerande
Geometridae_cluster188;assigned;Macaria carbonaria;Exact;215554;Macaria carbonaria;(Clerck, 1759);"Itame carbonaria (Clerck, 1759); Phalaena carbonaria Clerck, 1759; liten ängsmätare";Bofast och reproducerande
Geometridae_cluster54;assigned;Macaria fusca;Exact;215558;Macaria fusca;(Thunberg, 1792);"Pygmaena fusca (Thunberg, 1792); Itame fusca (Thunberg, 1792); Geometra fusca Thunberg, 1792";Bofast och reproducerande
Geometridae_cluster45;assigned;Macaria liturata;Exact;215551;Macaria liturata;(Clerck, 1759);;Bofast och reproducerande
Geometridae_cluster19;;;Manual;;Macaria loricaria;(Eversmann, 1837);nordisk buskmätare;Bofast och reproducerande
Geometridae_cluster152;assigned;Macaria notata;Exact;215548;Macaria notata;(Linnaeus, 1758);;Bofast och reproducerande
Geometridae_cluster83;assigned;Macaria signaria;Exact;215550;Macaria signaria;(Hübner, 1809);;Bofast och reproducerande
Geometridae_cluster145;assigned;Macaria wauaria;Exact;215552;Macaria wauaria;(Linnaeus, 1758);"Itame wauaria (Linnaeus, 1758); Phalaena wauaria Linnaeus, 1758; liten krusbärsmätare; Semiothisa wauaria (Linnaeus, 1758); liten krusbärsmätare";Bofast och reproducerande
Erebidae_cluster14;assigned;Macrochilo cribrumalis;Exact;215895;Macrochilo cribrumalis;(Hübner, 1793);;Bofast och reproducerande
Lasiocampidae_cluster2;assigned;Macrothylacia rubi;Exact;201179;Macrothylacia rubi;(Linnaeus, 1758);Phalaena rubi Linnaeus, 1758;Bofast och reproducerande
Lasiocampidae_cluster6;assigned;Malacosoma neustria;Exact;201180;Malacosoma neustrium;(Linnaeus, 1758);"Phalaena (Bombyx) neustria Linnaeus, 1758; ringspinnare; Malacosoma neustria (Linnaeus, 1758); Gastropacha neustria (Linnaeus, 1758)";Bofast och reproducerande
Nymphalidae_cluster11;assigned;Maniola jurtina;Exact;201104;Maniola jurtina;(Linnaeus, 1758);"Papilio jurtina Linnaeus, 1758; Epinephele jurtina (Linnaeus, 1758); Papilio janira Linnaeus, 1758; allmän slåttergräsfjäril";Bofast och reproducerande
Geometridae_cluster123;;;Manual;;Martania taeniata;(Stephens, 1831);tvärbandad fältmätare;Bofast och reproducerande
Noctuidae_cluster187;assigned;Melanchra persicariae;Exact;216174;Melanchra persicariae;(Linnaeus, 1761);"Mamestra persicariae (Linnaeus, 1761); Phalaena persicariae Linnaeus, 1761";Bofast och reproducerande
Nymphalidae_cluster24;assigned;Mellicta athalia;Exact;201086;Melitaea athalia;(Rottemburg, 1775);"allmän nätfjäril; Papilio athalia Rottemburg, 1775; Mellicta athalia (Rottemburg, 1775); kovallnätfjäril; grobladsnätsfjäril";Bofast och reproducerande
Noctuidae_cluster19;;;Manual;;Mesapamea secalis;(Linnaeus, 1758);större vitaxfly;Bofast och reproducerande
Geometridae_cluster147;assigned;Mesoleuca albicillata;Exact;215717;Mesoleuca albicillata;(Linnaeus, 1758);;Bofast och reproducerande
Noctuidae_cluster32;assigned;Mesoligia furuncula;Exact;216109;Mesoligia furuncula;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Geometridae_cluster122;;;Manual;;Mesotype didymata;(Linnaeus, 1758);tvillingfläckad fältmätare;Bofast och reproducerande
Oecophoridae_cluster4;;;Manual;;Metalampra cinnamomea;(Zeller, 1939);bågpraktmal;Bofast och reproducerande
Gelechiidae_cluster74;assigned;Metzneria lappella;Exact;214609;Metzneria lappella;(Linnaeus, 1758);;Bofast och reproducerande
Micropterigidae_cluster4;assigned;Micropterix aruncella;Exact;213780;Micropterix aruncella;(Scopoli, 1763);"dubbelkäkfjäril; Phalaena aruncella Scopoli, 1763";Bofast och reproducerande
Micropterigidae_cluster1;assigned;Micropterix aureatella;Exact;213781;Micropterix aureatella;(Scopoli, 1763);"barrskogskäkfjäril; Phalaena aureatella Scopoli, 1763";Bofast och reproducerande
Micropterigidae_cluster3;assigned;Micropterix calthella;Exact;213782;Micropterix calthella;(Linnaeus, 1761);"kärrkäkfjäril; Phalaena calthella Linnaeus, 1761";Bofast och reproducerande
Micropterigidae_cluster5;assigned;Micropterix mansuetella;Exact;213779;Micropterix mansuetella;Zeller, 1844;starrkäkfjäril;Bofast och reproducerande
Micropterigidae_cluster2;assigned;Micropterix tunbergella;Exact;213778;Micropterix tunbergella;(Fabricius, 1787);"lövskogskäkfjäril; Micropterix thunbergella (Fabricius, 1787); Tinea tunbergella Fabricius, 1787";Bofast och reproducerande
Sphingidae_cluster3;assigned;Mimas tiliae;Exact;201186;Mimas tiliae;(Linnaeus, 1758);Sphinx tiliae Linnaeus, 1758;Bofast och reproducerande
Gelechiidae_cluster21;assigned;Mirificarma mulinella;Exact;214688;Mirificarma mulinella;(Zeller, 1839);apexstreckad harrisstävmal;Bofast och reproducerande
Noctuidae_cluster27;assigned;Mniotype adusta;Exact;216084;Mniotype adusta;(Esper, 1790);;Bofast och reproducerande
Noctuidae_cluster4;assigned;Mniotype satura;Exact;216082;Mniotype satura;(Denis & Schiffermüller, 1775);"violettbrunt ängsfly; Blepharita satura (Denis & Schiffermüller, 1775)";Bofast och reproducerande
Momphidae_cluster6;assigned;Mompha conturbatella;Exact;214565;Mompha conturbatella;(Hübner, 1819);svart rallarrosbrokmal;Bofast och reproducerande
Momphidae_cluster5;assigned;Mompha decorella;Manual;;Mompha divisella;Herrich-Schäffer, 1854;galldunörtsbrokmal;Bofast och reproducerande
Momphidae_cluster4;assigned;Mompha epilobiella;Exact;214572;Mompha epilobiella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Momphidae_cluster2;assigned;Mompha idaei;Exact;214559;Mompha idaei;(Zeller, 1839);stor rallarrosbrokmal;Bofast och reproducerande
Momphidae_cluster7;assigned;Mompha lacteella;Exact;214567;Mompha lacteella;(Stephens, 1834);gråbröstad brokmal;Bofast och reproducerande
Momphidae_cluster3;assigned;Mompha langiella;Exact;214560;Mompha langiella;(Hübner, 1796);;Bofast och reproducerande
Momphidae_cluster8;assigned;Mompha locupletella;Exact;214562;Mompha locupletella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Momphidae_cluster11;assigned;Mompha miscella;Exact;214558;Mompha miscella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Momphidae_cluster12;assigned;Mompha propinquella;Exact;102465;Mompha propinquella;(Stainton, 1851);vitbröstad brokmal;Bofast och reproducerande
Momphidae_cluster1;assigned;Mompha raschkiella;Exact;214563;Mompha raschkiella;(Zeller, 1839);;Bofast och reproducerande
Momphidae_cluster13;;;Manual;;Mompha sexstrigella;(Braun, 1921);nordlig brokmal;Bofast och reproducerande
Momphidae_cluster10;assigned;Mompha subbistrigella;Exact;214571;Mompha subbistrigella;(Haworth, 1828);bergdunörtbrokmal;Bofast och reproducerande
Momphidae_cluster9;assigned;Mompha subbistrigella;Exact;214571;Mompha subbistrigella;(Haworth, 1828);bergdunörtbrokmal;Bofast och reproducerande
Gelechiidae_cluster88;assigned;Monochroa conspersella;Exact;214623;Monochroa conspersella;(Herrich-Schäffer, 1854);videörtdystermal;Bofast och reproducerande
Gelechiidae_cluster96;assigned;Monochroa cytisella;Exact;214618;Monochroa cytisella;(Curtis, 1837);örnbräkenmal;Bofast och reproducerande
Gelechiidae_cluster114;assigned;Monochroa elongella;Exact;214625;Monochroa elongella;(Heinemann, 1870);motfläckdystermal;Bofast och reproducerande
Gelechiidae_cluster123;assigned;Monochroa hornigi;Exact;101343;Monochroa hornigi;(Staudinger, 1883);pilörtdystermal;Bofast och reproducerande
Gelechiidae_cluster35;assigned;Monochroa lutulentella;Exact;214627;Monochroa lutulentella;(Zeller, 1839);älgörtdystermal;Bofast och reproducerande
Gelechiidae_cluster106;assigned;Monochroa niphognatha;Exact;214636;Monochroa niphognatha;(Gozmany, 1953);;Bofast och reproducerande
Gelechiidae_cluster124;assigned;Monochroa palustrellus;Manual;;Monochroa palustrella;(Douglas, 1850);hästskräppedystermal;Bofast och reproducerande
Gelechiidae_cluster100;assigned;Monochroa sepicolella;Exact;214620;Monochroa sepicolella;(Herrich-Schäffer, 1854);;Bofast och reproducerande
Gelechiidae_cluster64;assigned;Monochroa servella;Exact;214622;Monochroa servella;(Zeller, 1839);;Bofast och reproducerande
Gelechiidae_cluster105;;;Manual;;Monochroa suffusella;(Douglas, 1850);ängsullsdystermal;Bofast och reproducerande
Gelechiidae_cluster41;assigned;Monochroa tenebrella;Exact;214621;Monochroa tenebrella;(Hübner, 1817);;Bofast och reproducerande
Tineidae_cluster23;assigned;Monopis imella;Exact;213985;Monopis imella;(Hübner, 1813);"Tinea imella Hübner, 1813; rostkantbomal";Bofast och reproducerande
Tineidae_cluster11;assigned;Monopis laevigella;Exact;213981;Monopis laevigella;(Denis & Schiffermüller, 1775);"Tinea laevigella Denis & Schiffermüller, 1775; Tinea rusticella Hübner, 1796; innebomal; Monopis rusticella (Hübner, 1796)";Bofast och reproducerande
Tineidae_cluster5;assigned;Monopis obviella;Exact;213984;Monopis obviella;(Denis & Schiffermüller, 1775);"Tinea obviella Denis & Schiffermüller, 1775; Tinea ferruginella Hübner, 1813; rostbomal; Monopis ferruginella (Hübner, 1813)";Bofast och reproducerande
Tineidae_cluster20;assigned;Monopis spilotella;Exact;213983;Monopis spilotella;(Tengstöm, 1848);Tinea spilotella Tengström, 1848;Bofast och reproducerande
Tineidae_cluster1;assigned;Monopis weaverella;Exact;213982;Monopis weaverella;(Scott, 1858);"Tinea weaverella Scott, 1858; utebomal";Bofast och reproducerande
Tineidae_cluster4;assigned;Montescardia tessulatellus;Exact;213948;Montescardia tessulatella;(Lienig & Zeller, 1846);"Euplocamus tessulatellus Lienig & Zeller, 1846; Montescardia tessulatellus (Lienig & Zeller, 1846)";Bofast och reproducerande
Tineidae_cluster6;assigned;Morophaga choragella;Exact;213950;Morophaga choragella;(Denis & Schiffermüller, 1775);"Tinea choragella Denis & Schiffermüller, 1775; Tinea fungella Thunberg, 1794; Morophaga boleti (Fabricius, 1777); Noctua boleti Fabricius, 1777";Bofast och reproducerande
Tineidae_cluster15;assigned;Myrmecozela ochraceella;Exact;213938;Myrmecozela ochraceella;(Tengström, 1848);"Tinea ochraceella Tengström, 1848; myrstackmal";Bofast och reproducerande
Noctuidae_cluster126;assigned;Mythimna albipuncta;Exact;216186;Mythimna albipuncta;(Denis & Schiffermüller, 1775);vitpunkterat gräsfly;Bofast och reproducerande
Noctuidae_cluster57;assigned;Mythimna conigera;Exact;216184;Mythimna conigera;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Noctuidae_cluster178;assigned;Mythimna ferrago;Exact;216185;Mythimna ferrago;(Fabricius, 1787);;Bofast och reproducerande
Noctuidae_cluster51;assigned;Mythimna ferrago;Exact;216185;Mythimna ferrago;(Fabricius, 1787);;Bofast och reproducerande
Noctuidae_cluster174;unresolved;Mythimna impura;Exact;216190;Mythimna impura;(Hübner, 1808);;Bofast och reproducerande
Noctuidae_cluster6;assigned;Mythimna impura;Exact;216190;Mythimna impura;(Hübner, 1808);;Bofast och reproducerande
Noctuidae_cluster11;assigned;Mythimna pallens;Exact;216191;Mythimna pallens;(Linnaeus, 1758);;Bofast och reproducerande
Noctuidae_cluster119;assigned;Mythimna straminea;Exact;216189;Mythimna straminea;(Treitschke, 1825);;Bofast och reproducerande
Noctuidae_cluster179;assigned;Mythimna straminea;Exact;216189;Mythimna straminea;(Treitschke, 1825);;Bofast och reproducerande
Psychidae_cluster11;assigned;Narycia duplicella;Exact;101374;Narycia duplicella;(Goeze, 1783);"Tinea duplicella Goeze, 1783; Narycia monilifera (Fourcroy, 1785)";Bofast och reproducerande
Tineidae_cluster3;assigned;Nemapogon cloacella;Exact;213956;Nemapogon cloacellus;(Haworth, 1828);"Tinea cloacella Haworth, 1828; allmän svampmal; Nemapogon cloacella (Haworth, 1828)";Bofast och reproducerande
Tineidae_cluster22;assigned;Nemapogon granella;Exact;213955;Nemapogon granellus;(Linnaeus, 1758);"Nemapogon granella (Linnaeus, 1758); Phalaena granella Linnaeus, 1758";Bofast och reproducerande
Tineidae_cluster24;assigned;Nemapogon picarella;Exact;213962;Nemapogon picarellus;(Clerck, 1759);"Phalaena picarella Clerck, 1759; Nemapogon picarella (Clerck, 1759)";Bofast och reproducerande
Tineidae_cluster14;assigned;Nemapogon variatella;Exact;213959;Nemapogon variatellus;(Clemens, 1859);"Tinea variatella Clemens, 1859; Tinea personella Pierce & Metcalf, 1934; personsvampmal; Nemapogon variatella (Clemens, 1859); Nemapogon personellus (Pierce & Metcalfe, 1934)";Bofast och reproducerande
